touchpoint_id,advertiser_id,rep_id,touchpoint_type,occurred_at,notes
tp_0275,adv_g,rep_01,email,2024-08-07 16:20:00,Follow up call
tp_0276,adv_d,rep_05,email,2024-08-08 13:45:00,nil
tp_0277,adv_d,rep_05,call,2024-08-08 15:05:00,K
tp_0278,adv_l,rep_02,meeting,2024-08-09 14:50:00,N/A - see CRM attachment for full call summary and next steps
tp_0279,adv_r,rep_01,call,2024-08-11 09:05:00,Advertiser asked for case studies related to spring push planning
tp_0280,adv_h,rep_06,call,2024-08-12 09:50:00,Scheduled follow-up meeting to continue audience segment review conversation
tp_0281,adv_p,rep_07,email,2024-08-13 08:50:00, None 
tp_0282,adv_m,rep_06,call,2024-08-15 10:30:00,"Flagged concerns about contract renewal terms performance, escalating internally"
tp_0283,adv_b,rep_04,meeting,2024-08-17 17:05:00,Kickoff call for new product launch tie-in
tp_0284,adv_n,rep_02,meeting,2024-08-18 09:30:00,Sent updated deck covering Q3 budget planning to stakeholders
tp_0285,adv_c,rep_02,email,2024-08-19 15:45:00,Advertiser expanded scope of quarterly business review to include additional markets
tp_0286,adv_c,rep_02,demo,2024-08-19 17:45:00,Discussed recipe series sponsorship with client
tp_0287,adv_m,rep_06,email,2024-08-20 18:00:00,Great meeting - advertiser committed to renewing after Q2 renewal review
tp_0288,adv_s,rep_06,email,2024-08-21 09:45:00,"Left voicemail regarding spring push planning, awaiting callback"
tp_0289,adv_t,rep_05,email,2024-08-21 10:15:00,Rescheduled influencer partnership pitch meeting due to client conflict
tp_0290,adv_l,rep_02,email,2024-08-21 12:30:00,Sent updated deck covering audience segment review to stakeholders
tp_0291,adv_q,rep_08,meeting,2024-08-21 13:05:00,Walked client through spring push planning
tp_0292,adv_a,rep_01,meeting,2024-08-22 08:00:00, 
tp_0293,adv_l,rep_02,demo,2024-08-23 12:45:00,"Flagged concerns about Q1 awareness campaign performance, escalating internally"
tp_0294,adv_m,rep_06,call,2024-08-26 08:10:00,  test  
tp_0295,adv_l,rep_02,meeting,2024-08-28 18:15:00,	
tp_0296,adv_o,rep_03,meeting,2024-08-29 14:10:00,Discussed mid-flight performance summary with client
tp_0297,adv_i,rep_07,meeting,2024-08-30 10:30:00,"at-risk account review - client is interested, sending proposal next week"
tp_0298,adv_m,rep_06,email,2024-09-01 12:05:00,"Reviewed impression dashboard walkthrough results, positive feedback from advertiser"
tp_0299,adv_p,rep_07,call,2024-09-01 17:05:00,"Discussed podcast series onboarding - no major concerns, moving forward as planned"
tp_0300,adv_t,rep_05,meeting,2024-09-02 09:20:00,Discussed co-op marketing funds with client
tp_0301,adv_p,rep_07,email,2024-09-03 08:00:00,"Follow-up on newsletter renewal, client had questions about timeline"
tp_0302,adv_h,rep_07,meeting,2024-09-03 10:20:00,Discussed impression dashboard walkthrough with client
tp_0303,adv_h,rep_04,call,2024-09-03 10:30:00,Client's marketing director joined call to discuss audience segment review
tp_0304,adv_h,rep_07,meeting,2024-09-04 11:10:00,"Discussed Q3 budget planning - no major concerns, moving forward as planned"
tp_0305,adv_l,rep_05,call,2024-09-06 07:30:00,Sent updated deck covering Q4 upsell conversation to stakeholders
tp_0306,adv_b,rep_02,meeting,2024-09-08 08:20:00,Advertiser expanded scope of spring push planning to include additional markets
tp_0307,adv_o,rep_03,email,2024-09-08 14:05:00,Great meeting - advertiser committed to renewing after CTV inventory pitch review
tp_0308,adv_s,rep_06,call,2024-09-08 14:30:00,xx
tp_0309,adv_o,rep_02,demo,2024-09-08 15:45:00,  n/a  
tp_0310,adv_a,rep_01,meeting,2024-09-10 17:20:00,"Client requested changes to attribution report walkthrough, will revise and resend"
tp_0311,adv_i,rep_04,call,2024-09-11 13:30:00,TBD
tp_0312,adv_o,rep_03,call,2024-09-15 09:20:00,Walked client through pricing negotiation
tp_0313,adv_d,rep_04,call,2024-09-15 18:10:00,Scheduled follow-up meeting to continue Champions League placement conversation
tp_0314,adv_f,rep_04,call,2024-09-16 18:00:00,x
tp_0315,adv_l,rep_02,demo,2024-09-17 14:15:00,Sure
tp_0316,adv_s,rep_05,email,2024-09-19 08:05:00,meeting occurred
tp_0317,adv_h,rep_07,email,2024-09-21 10:15:00,Advertiser expanded scope of new product launch tie-in to include additional markets
tp_0318,adv_b,rep_02,meeting,2024-09-21 12:20:00,"Rescheduled discovery placement walkthrough meeting due to client conflict

Get Outlook for iOS"
tp_0319,adv_s,rep_06,meeting,2024-09-21 12:30:00,"Flagged concerns about creative refresh request performance, escalating internally"
tp_0320,adv_t,rep_06,meeting,2024-09-22 16:15:00,"Reviewed discovery placement walkthrough results, positive feedback from advertiser"
tp_0321,adv_b,rep_04,call,2024-09-23 13:30:00,Sent updated deck covering new product launch tie-in to stakeholders
tp_0322,adv_l,rep_05,email,2024-09-23 15:50:00, NA 
tp_0323,adv_l,rep_02,email,2024-09-24 09:45:00,Great meeting - advertiser committed to renewing after programmatic pilot discussion review
tp_0324,adv_j,rep_05,meeting,2024-09-24 12:45:00,"Discussed mid-flight performance summary - no major concerns, moving forward as planned"
tp_0325,adv_s,rep_05,demo,2024-09-25 10:50:00,"Covered pricing, placement options, flight dates, and reporting cadence"
tp_0326,adv_c,rep_02,call,2024-09-27 17:05:00,
tp_0327,adv_j,rep_01,email,2024-09-28 10:15:00,Walked client through influencer partnership pitch
tp_0328,adv_c,rep_02,email,2024-09-28 12:45:00,Rescheduled quarterly business review meeting due to client conflict
tp_0329,adv_a,rep_01,email,2024-09-28 13:10:00,"Discussed mid-flight performance summary with client

--
Sent via mobile"
tp_0330,adv_h,rep_04,meeting,2024-09-28 17:15:00,"Left voicemail regarding podcast series onboarding, awaiting callback"
tp_0331,adv_l,rep_05,email,2024-09-30 09:20:00,
tp_0332,adv_r,rep_01,call,2024-09-30 11:10:00,follow up call
tp_0333,adv_p,rep_07,call,2024-10-03 10:30:00,Status update call
tp_0334,adv_o,rep_03,email,2024-10-05 13:05:00,Great meeting - advertiser committed to renewing after spring push planning review
tp_0335,adv_m,rep_06,call,2024-10-05 18:50:00,
tp_0336,adv_j,rep_01,meeting,2024-10-10 17:30:00,Great meeting - advertiser committed to renewing after contract renewal terms review
tp_0337,adv_t,rep_06,call,2024-10-11 13:50:00,Discussed mid-flight performance summary with client
tp_0338,adv_c,rep_02,call,2024-10-13 07:30:00,"Covered pricing, placement options, flight dates, and reporting cadence"
tp_0339,adv_l,rep_02,email,2024-10-13 14:10:00,"Client requested changes to co-op marketing funds, will revise and resend"
tp_0340,adv_o,rep_03,demo,2024-10-14 07:30:00,"social media bundle upsell - client is interested, sending proposal next week"
tp_0341,adv_s,rep_06,email,2024-10-16 18:05:00, 
tp_0342,adv_c,rep_02,call,2024-10-16 18:50:00,Advertiser expanded scope of discovery placement walkthrough to include additional markets
tp_0343,adv_a,rep_01,call,2024-10-17 15:30:00,Great meeting - advertiser committed to renewing after video series kickoff review
tp_0344,adv_m,rep_06,email,2024-10-18 16:00:00,Kickoff call for brand values campaign brief
tp_0345,adv_a,rep_01,call,2024-10-19 13:50:00,Advertiser expanded scope of Q2 renewal to include additional markets
tp_0346,adv_o,rep_03,meeting,2024-10-20 11:30:00,"Follow-up on discovery placement walkthrough, client had questions about timeline"
tp_0347,adv_h,rep_06,meeting,2024-10-20 13:10:00,Advertiser asked for case studies related to pricing negotiation
tp_0348,adv_s,rep_05,call,2024-10-21 18:50:00,"Reviewed contract terms tied to newsletter renewal, legal reviewing redlines"
tp_0349,adv_q,rep_08,meeting,2024-10-22 09:45:00,Advertiser expanded scope of social media bundle upsell to include additional markets
tp_0350,adv_i,rep_07,email,2024-10-22 09:50:00,Rescheduled holiday campaign brief meeting due to client conflict
tp_0351,adv_l,rep_05,email,2024-10-23 17:20:00,Sent updated deck covering spring push planning to stakeholders
tp_0352,adv_o,rep_02,call,2024-10-24 10:00:00,Walked client through influencer partnership pitch
tp_0353,adv_t,rep_06,email,2024-10-24 14:15:00,Sent recipe series sponsorship details via email
tp_0354,adv_j,rep_01,meeting,2024-10-25 08:50:00,Client's marketing director joined call to discuss impression dashboard walkthrough
tp_0355,adv_h,rep_07,meeting,2024-10-25 18:05:00,Check-in call
tp_0356,adv_h,rep_07,demo,2024-10-25 18:50:00,Sent updated deck covering mid-flight performance summary to stakeholders
tp_0357,adv_t,rep_05,call,2024-10-28 08:45:00,"Flagged concerns about Q1 awareness campaign performance, escalating internally"
tp_0358,adv_c,rep_02,call,2024-10-29 07:45:00,Sent co-op marketing funds details via email
tp_0359,adv_h,rep_07,call,2024-10-29 10:05:00,none!
tp_0360,adv_s,rep_06,meeting,2024-10-29 13:45:00,Great meeting - advertiser committed to renewing after quarterly business review review
tp_0361,adv_t,rep_06,call,2024-10-29 14:30:00,0
tp_0362,adv_l,rep_05,call,2024-10-29 17:10:00,Scheduled follow-up meeting to continue influencer partnership pitch conversation
tp_0363,adv_c,rep_02,meeting,2024-10-29 18:30:00,"Follow-up on Q3 budget planning, client had questions about timeline"
tp_0364,adv_t,rep_02,call,2024-10-30 10:10:00,"Reviewed contract terms tied to video series kickoff, legal reviewing redlines"
tp_0365,adv_h,rep_04,meeting,2024-11-01 10:20:00,Client's marketing director joined call to discuss contract renewal terms
tp_0366,adv_s,rep_06,call,2024-11-01 13:05:00,"Flagged concerns about mid-flight performance summary performance, escalating internally"
tp_0367,adv_h,rep_07,email,2024-11-02 09:15:00,Rescheduled co-op marketing funds meeting due to client conflict
tp_0368,adv_p,rep_07,meeting,2024-11-02 18:45:00,"Covered pricing, placement options, flight dates, and reporting cadence"
tp_0369,adv_h,rep_07,email,2024-11-03 11:00:00,"pricing negotiation - client is interested, sending proposal next week"
tp_0370,adv_r,rep_01,call,2024-11-03 13:30:00,"Left voicemail regarding audience segment review, awaiting callback"
tp_0371,adv_a,rep_01,call,2024-11-04 13:00:00,"TBD on renewal date, but client confirmed budget for next year"
tp_0372,adv_s,rep_06,email,2024-11-04 14:10:00,
tp_0373,adv_l,rep_05,call,2024-11-04 14:30:00,"Client requested changes to programmatic pilot discussion, will revise and resend"
tp_0374,adv_c,rep_02,call,2024-11-05 07:10:00,Great meeting - advertiser committed to renewing after creative refresh request review
tp_0375,adv_o,rep_03,call,2024-11-05 09:05:00,   
tp_0376,adv_i,rep_02,call,2024-11-05 09:20:00,Scheduled follow-up meeting to continue Q3 budget planning conversation
tp_0377,adv_c,rep_02,call,2024-11-07 08:15:00,"Reviewed contract terms tied to audience segment review, legal reviewing redlines"
tp_0378,adv_g,rep_01,call,2024-11-07 09:10:00,"Left voicemail regarding recipe series sponsorship, awaiting callback"
tp_0379,adv_q,rep_08,meeting,2024-11-07 16:10:00,"Flagged concerns about influencer partnership pitch performance, escalating internally"
tp_0380,adv_t,rep_06,call,2024-11-08 14:15:00,"Left voicemail regarding podcast series onboarding, awaiting callback"
tp_0381,adv_c,rep_02,email,2024-11-08 16:00:00,"Reviewed new product launch tie-in results, positive feedback from advertiser"
tp_0382,adv_j,rep_01,email,2024-11-08 18:20:00,"Discussed recipe series sponsorship - no major concerns, moving forward as planned"
tp_0383,adv_g,rep_01,call,2024-11-09 14:45:00,Sent spring push planning details via email
tp_0384,adv_s,rep_06,call,2024-11-10 13:10:00,Kickoff call for podcast series onboarding
tp_0385,adv_o,rep_02,call,2024-11-11 11:50:00,Not applicable
tp_0386,adv_h,rep_07,meeting,2024-11-11 14:30:00,
tp_0387,adv_l,rep_02,meeting,2024-11-12 10:15:00,"Follow-up on Champions League placement, client had questions about timeline"
tp_0388,adv_t,rep_02,meeting,2024-11-12 10:45:00,"Follow-up on Q2 renewal, client had questions about timeline"
tp_0389,adv_c,rep_02,email,2024-11-14 15:00:00,Client café meeting — discussed résumé of campaign performance
tp_0390,adv_o,rep_03,meeting,2024-11-15 12:15:00,Discussed creative refresh request with client
tp_0391,adv_s,rep_06,meeting,2024-11-15 15:30:00,
tp_0392,adv_b,rep_04,call,2024-11-15 16:45:00,Advertiser expanded scope of Q3 budget planning to include additional markets
tp_0393,adv_g,rep_01,meeting,2024-11-16 18:30:00,"Follow-up on impression dashboard walkthrough, client had questions about timeline"
tp_0394,adv_s,rep_06,meeting,2024-11-17 12:00:00,"Follow-up on audience segment review, client had questions about timeline"
tp_0395,adv_h,rep_07,email,2024-11-18 07:15:00,Sent updated deck covering contract renewal terms to stakeholders
tp_0396,adv_c,rep_02,call,2024-11-18 11:30:00,"Left voicemail regarding quarterly business review, awaiting callback"
tp_0397,adv_q,rep_08,call,2024-11-19 17:20:00,Walked client through recipe series sponsorship
tp_0398,adv_c,rep_02,meeting,2024-11-20 17:50:00,
tp_0399,adv_e,rep_01,meeting,2024-11-22 08:30:00,y
tp_0400,adv_m,rep_06,call,2024-11-22 15:10:00,Sent Champions League placement details via email
tp_0401,adv_h,rep_07,email,2024-11-22 18:45:00,Rescheduled podcast series onboarding meeting due to client conflict
tp_0402,adv_j,rep_01,email,2024-11-24 11:45:00,?
tp_0403,adv_c,rep_02,email,2024-11-25 10:15:00,"Advertiser asked for case studies related to new product launch tie-in

Best,
J."
tp_0404,adv_i,rep_02,email,2024-11-26 11:30:00,no update
tp_0405,adv_t,rep_02,email,2024-11-26 15:15:00,follow up call
tp_0406,adv_r,rep_04,meeting,2024-11-26 16:05:00,Hi
tp_0407,adv_l,rep_05,meeting,2024-11-27 08:20:00,Advertiser expanded scope of creative refresh request to include additional markets
tp_0408,adv_m,rep_06,email,2024-11-27 16:15:00,"TBD on renewal date, but client confirmed budget for next year"
tp_0409,adv_o,rep_03,call,2024-12-01 14:00:00,Kickoff call for CTV inventory pitch
tp_0410,adv_h,rep_04,call,2024-12-01 16:30:00,Great meeting - advertiser committed to renewing after pricing negotiation review
tp_0411,adv_l,rep_05,email,2024-12-02 16:20:00,👍👍
tp_0412,adv_t,rep_06,email,2024-12-03 11:05:00,.
tp_0413,adv_c,rep_02,call,2024-12-03 13:50:00,"Rescheduled social media bundle upsell meeting due to client conflict

Sent from my iPhone"
tp_0414,adv_n,rep_02,call,2024-12-03 14:10:00,😊
tp_0415,adv_h,rep_07,email,2024-12-03 14:30:00,Check-in call
tp_0416,adv_k,rep_07,email,2024-12-04 11:00:00,Sent updated deck covering impression dashboard walkthrough to stakeholders
tp_0417,adv_h,rep_07,demo,2024-12-04 17:05:00,Rescheduled Q3 budget planning meeting due to client conflict
tp_0418,adv_l,rep_02,email,2024-12-04 18:05:00,Advertiser expanded scope of newsletter renewal to include additional markets
tp_0419,adv_m,rep_06,call,2024-12-05 10:15:00,Rescheduled discovery placement walkthrough meeting due to client conflict
tp_0420,adv_l,rep_02,call,2024-12-08 11:30:00,"Flagged concerns about influencer partnership pitch performance, escalating internally"
tp_0421,adv_j,rep_01,call,2024-12-11 13:10:00,"Reviewed recipe series sponsorship results, positive feedback from advertiser"
tp_0422,adv_a,rep_01,email,2024-12-12 07:15:00,n/a.
tp_0423,adv_a,rep_01,call,2024-12-13 08:15:00,Advertiser asked for case studies related to Champions League placement
tp_0424,adv_s,rep_06,email,2024-12-14 13:10:00,Sent updated deck covering mid-flight performance summary to stakeholders
tp_0425,adv_b,rep_02,meeting,2024-12-15 07:45:00,"Notes from meeting:
Client happy with results.
Wants to expand campaign."
tp_0426,adv_j,rep_01,call,2024-12-16 13:50:00,Discussed podcast series onboarding with client
tp_0427,adv_l,rep_05,meeting,2024-12-17 11:50:00,Nope
tp_0428,adv_m,rep_06,email,2024-12-18 11:50:00,Client's marketing director joined call to discuss holiday campaign brief
tp_0429,adv_h,rep_07,email,2024-12-20 07:05:00,"Reviewed contract terms tied to mid-flight performance summary, legal reviewing redlines"
tp_0430,adv_l,rep_02,call,2024-12-22 12:20:00,Sent updated deck covering spring push planning to stakeholders
tp_0431,adv_o,rep_03,email,2024-12-22 16:10:00,Walked client through contract renewal terms
tp_0432,adv_h,rep_04,call,2024-12-23 15:20:00,Sent updated deck covering creative refresh request to stakeholders
tp_0433,adv_j,rep_01,call,2024-12-25 15:45:00,Advertiser expanded scope of quarterly business review to include additional markets
tp_0434,adv_i,rep_04,email,2024-12-25 18:15:00,  test  
tp_0435,adv_q,rep_08,call,2024-12-26 09:00:00,Client's marketing director joined call to discuss new product launch tie-in
tp_0436,adv_s,rep_07,meeting,2024-12-29 11:05:00,test.
tp_0437,adv_l,rep_05,call,2024-12-31 09:15:00,Client pushed back on pricing during newsletter renewal discussion
tp_0438,adv_t,rep_05,meeting,2025-01-01 09:15:00,"Reviewed creative refresh request results, positive feedback from advertiser"
tp_0439,adv_t,rep_06,meeting,2025-01-01 13:10:00,Walked client through Q1 awareness campaign
tp_0440,adv_l,rep_05,meeting,2025-01-03 09:30:00,Great meeting - advertiser committed to renewing after recipe series sponsorship review
tp_0441,adv_m,rep_06,demo,2025-01-03 14:50:00,
tp_0442,adv_h,rep_07,meeting,2025-01-04 11:15:00,"Reviewed audience segment review results, positive feedback from advertiser"
tp_0443,adv_i,rep_04,call,2025-01-04 12:10:00,Scheduled follow-up meeting to continue at-risk account review conversation
tp_0444,adv_s,rep_06,call,2025-01-05 07:50:00,"Notes: n/a for this call, but discussed Q3 pricing at length"
tp_0445,adv_k,rep_07,meeting,2025-01-07 07:15:00,"Reviewed contract terms tied to new product launch tie-in, legal reviewing redlines"
tp_0446,adv_s,rep_06,call,2025-01-07 12:10:00,"Call summary:
- Discussed renewal
- Client wants discount
- Follow up next week"
tp_0447,adv_o,rep_03,email,2025-01-07 13:10:00,Client pushed back on pricing during influencer partnership pitch discussion
tp_0448,adv_m,rep_06,call,2025-01-09 13:20:00,123
tp_0449,adv_r,rep_01,email,2025-01-11 11:00:00,Sent Q2 renewal details via email
tp_0450,adv_t,rep_05,call,2025-01-12 15:00:00,Sent updated deck covering at-risk account review to stakeholders
tp_0451,adv_q,rep_08,call,2025-01-15 11:00:00,"Reviewed contract terms tied to podcast series onboarding, legal reviewing redlines"
tp_0452,adv_m,rep_06,call,2025-01-15 14:00:00,Sent Champions League placement details via email
tp_0453,adv_j,rep_01,call,2025-01-16 14:50:00,Rescheduled CTV inventory pitch meeting due to client conflict
tp_0454,adv_j,rep_07,email,2025-01-17 18:45:00,"Follow-up on mid-flight performance summary, client had questions about timeline"
tp_0455,adv_s,rep_06,email,2025-01-18 11:20:00,Advertiser expanded scope of Champions League placement to include additional markets
tp_0456,adv_p,rep_05,meeting,2025-01-19 17:10:00,Great meeting - advertiser committed to renewing after discovery placement walkthrough review
tp_0457,adv_t,rep_06,demo,2025-01-21 16:10:00,Follow up call
tp_0458,adv_l,rep_02,meeting,2025-01-21 16:50:00,"Discussed new product launch tie-in - no major concerns, moving forward as planned"
tp_0459,adv_t,rep_06,call,2025-01-22 18:30:00,"Client requested changes to attribution report walkthrough, will revise and resend"
tp_0460,adv_b,rep_02,email,2025-01-23 12:00:00,"Reviewed holiday campaign brief results, positive feedback from advertiser"
tp_0461,adv_t,rep_06,email,2025-01-25 13:05:00,"Reviewed contract terms tied to quarterly business review, legal reviewing redlines"
tp_0462,adv_j,rep_05,call,2025-01-26 17:45:00,"  
  "
tp_0463,adv_i,rep_04,demo,2025-01-27 09:10:00,Advertiser asked for case studies related to creative refresh request
tp_0464,adv_a,rep_01,meeting,2025-01-27 18:10:00, NA 
tp_0465,adv_i,rep_07,email,2025-01-28 15:50:00,"Discussed contract renewal terms - no major concerns, moving forward as planned"
tp_0466,adv_q,rep_08,email,2025-01-29 11:50:00,"Discussed social media bundle upsell - no major concerns, moving forward as planned"
tp_0467,adv_t,rep_05,call,2025-01-30 10:50:00,"Discussed budget, timeline, creative assets, and renewal terms with client"
tp_0468,adv_l,rep_05,email,2025-01-31 17:30:00,"Client requested changes to audience segment review, will revise and resend"
tp_0469,adv_j,rep_05,call,2025-02-01 11:10:00,FOLLOW UP ASAP - CLIENT ESCALATED TO VP LEVEL
tp_0470,adv_c,rep_02,email,2025-02-01 14:30:00,Advertiser asked for case studies related to creative refresh request
tp_0471,adv_o,rep_03,meeting,2025-02-02 09:05:00,Client pushed back on pricing during contract renewal terms discussion
tp_0472,adv_s,rep_06,email,2025-02-03 18:10:00,Discussed newsletter renewal with client
tp_0473,adv_j,rep_07,call,2025-02-04 16:00:00,"Reviewed contract terms tied to influencer partnership pitch, legal reviewing redlines"
tp_0474,adv_m,rep_06,call,2025-02-05 08:50:00,Sent updated deck covering discovery placement walkthrough to stakeholders
tp_0475,adv_m,rep_06,call,2025-02-06 14:05:00,Follow up call
tp_0476,adv_q,rep_08,call,2025-02-07 10:50:00,Scheduled follow-up meeting to continue Q2 renewal conversation
tp_0477,adv_l,rep_02,email,2025-02-07 17:10:00,0
tp_0478,adv_o,rep_03,meeting,2025-02-07 17:30:00,Rescheduled at-risk account review meeting due to client conflict
tp_0479,adv_s,rep_07,call,2025-02-08 08:00:00,Sent updated deck covering contract renewal terms to stakeholders
tp_0480,adv_h,rep_04,call,2025-02-08 12:10:00,Discussed contract renewal terms with client
tp_0481,adv_t,rep_06,meeting,2025-02-08 18:05:00,Advertiser asked for case studies related to discovery placement walkthrough
tp_0482,adv_h,rep_06,meeting,2025-02-09 11:00:00,Advertiser asked for case studies related to Q2 renewal
tp_0483,adv_a,rep_01,meeting,2025-02-12 12:20:00,Scheduled follow-up meeting to continue discovery placement walkthrough conversation
tp_0484,adv_d,rep_02,call,2025-02-12 13:05:00,Scheduled follow-up meeting to continue discovery placement walkthrough conversation
tp_0485,adv_a,rep_01,email,2025-02-12 17:30:00,"Client requested changes to Q4 upsell conversation, will revise and resend"
tp_0486,adv_a,rep_01,demo,2025-02-13 17:30:00,"Call summary:
- Discussed renewal
- Client wants discount
- Follow up next week"
tp_0487,adv_p,rep_05,call,2025-02-14 07:05:00,Discussed mid-flight performance summary with client
tp_0488,adv_h,rep_04,call,2025-02-14 07:15:00,"Left voicemail regarding impression dashboard walkthrough, awaiting callback"
tp_0489,adv_j,rep_05,email,2025-02-14 12:05:00,"Discussed social media bundle upsell with client

Sent from my iPhone"
tp_0490,adv_c,rep_02,email,2025-02-14 14:05:00,"Follow-up on Champions League placement, client had questions about timeline"
tp_0491,adv_i,rep_04,call,2025-02-15 08:10:00,"Reviewed programmatic pilot discussion results, positive feedback from advertiser"
tp_0492,adv_t,rep_05,email,2025-02-17 13:00:00,"Follow-up on new product launch tie-in, client had questions about timeline"
tp_0493,adv_q,rep_08,demo,2025-02-18 14:10:00,Kickoff call for Champions League placement
tp_0494,adv_p,rep_07,meeting,2025-02-19 08:15:00,Rescheduled spring push planning meeting due to client conflict
tp_0495,adv_g,rep_01,demo,2025-02-19 12:10:00,Yep
tp_0496,adv_h,rep_07,demo,2025-02-19 14:15:00,Discussed co-op marketing funds with client
tp_0497,adv_t,rep_06,meeting,2025-02-20 14:05:00,"Follow-up on influencer partnership pitch, client had questions about timeline"
tp_0498,adv_r,rep_02,call,2025-02-21 11:45:00,meeting occurred
tp_0499,adv_s,rep_06,call,2025-02-22 08:05:00,Check-in call
tp_0500,adv_l,rep_02,call,2025-02-22 11:15:00,Advertiser expanded scope of Q1 awareness campaign to include additional markets
tp_0501,adv_j,rep_01,email,2025-02-23 18:20:00,Sent Q4 upsell conversation details via email
tp_0502,adv_t,rep_02,demo,2025-02-24 11:50:00,999999
tp_0503,adv_l,rep_02,meeting,2025-02-25 08:30:00,Advertiser expanded scope of newsletter renewal to include additional markets
tp_0504,adv_r,rep_01,meeting,2025-02-26 12:45:00,"social media bundle upsell - client is interested, sending proposal next week"
tp_0505,adv_o,rep_03,meeting,2025-02-27 18:00:00,Client pushed back on pricing during pricing negotiation discussion
tp_0506,adv_e,rep_01,email,2025-02-28 07:45:00,Scheduled follow-up meeting to continue Q3 budget planning conversation
tp_0507,adv_t,rep_02,meeting,2025-02-28 17:20:00,Client pushed back on pricing during pricing negotiation discussion
tp_0508,adv_p,rep_07,email,2025-03-01 09:30:00,Status update call
tp_0509,adv_s,rep_06,call,2025-03-01 14:20:00,Advertiser expanded scope of programmatic pilot discussion to include additional markets
tp_0510,adv_f,rep_04,email,2025-03-02 09:05:00,Rescheduled programmatic pilot discussion meeting due to client conflict
tp_0511,adv_q,rep_08,call,2025-03-05 17:30:00,Discussed attribution report walkthrough with client
tp_0512,adv_r,rep_04,email,2025-03-07 11:00:00,Sent updated deck covering mid-flight performance summary to stakeholders
tp_0513,adv_o,rep_03,call,2025-03-07 12:20:00,No update
tp_0514,adv_t,rep_06,call,2025-03-07 14:50:00,
tp_0515,adv_l,rep_05,call,2025-03-08 07:05:00,ok
tp_0516,adv_o,rep_02,email,2025-03-08 11:00:00,"Discussed budget, timeline, creative assets, and renewal terms with client"
tp_0517,adv_t,rep_06,demo,2025-03-08 12:15:00,Discussed newsletter renewal with client
tp_0518,adv_t,rep_05,meeting,2025-03-11 17:45:00,Client pushed back on pricing during brand values campaign brief discussion
tp_0519,adv_q,rep_08,call,2025-03-11 18:05:00,"Advertiser asked for case studies related to new product launch tie-in

Sent from my iPhone"
tp_0520,adv_p,rep_07,call,2025-03-12 12:45:00,Status update call
tp_0521,adv_o,rep_03,meeting,2025-03-12 13:10:00,"Discussed attribution report walkthrough - no major concerns, moving forward as planned"
tp_0522,adv_t,rep_06,email,2025-03-12 14:50:00,Client pushed back on pricing during holiday campaign brief discussion
tp_0523,adv_d,rep_02,email,2025-03-12 17:05:00,Discussed Q3 budget planning with client
tp_0524,adv_o,rep_02,email,2025-03-13 13:00:00,Client pushed back on pricing during pricing negotiation discussion
tp_0525,adv_h,rep_07,call,2025-03-13 15:50:00,Sent updated deck covering attribution report walkthrough to stakeholders
tp_0526,adv_l,rep_05,call,2025-03-14 09:00:00,Advertiser asked for case studies related to contract renewal terms
tp_0527,adv_r,rep_04,email,2025-03-14 12:30:00,Null
tp_0528,adv_h,rep_07,call,2025-03-17 14:45:00,✅
tp_0529,adv_s,rep_05,call,2025-03-19 09:20:00,
tp_0530,adv_o,rep_03,email,2025-03-21 16:30:00,Discussed co-op marketing funds with client
tp_0531,adv_a,rep_01,call,2025-03-22 07:15:00,Hi
tp_0532,adv_i,rep_04,call,2025-03-23 18:15:00,  test  
tp_0533,adv_g,rep_01,call,2025-03-24 07:10:00,Scheduled follow-up meeting to continue recipe series sponsorship conversation
tp_0534,adv_c,rep_02,meeting,2025-03-24 08:00:00,"Flagged concerns about audience segment review performance, escalating internally

Get Outlook for iOS"
tp_0535,adv_c,rep_02,call,2025-03-24 18:50:00,"Client requested changes to audience segment review, will revise and resend"
tp_0536,adv_c,rep_02,email,2025-03-25 08:50:00,"Left voicemail regarding discovery placement walkthrough, awaiting callback"
tp_0537,adv_m,rep_06,call,2025-03-25 18:15:00,"Follow-up on pricing negotiation, client had questions about timeline"
tp_0538,adv_q,rep_08,call,2025-03-27 11:30:00,Client pushed back on pricing during Q2 renewal discussion
tp_0539,adv_c,rep_02,demo,2025-03-27 12:10:00,Follow up call
tp_0540,adv_h,rep_04,call,2025-03-27 12:45:00,"Left voicemail regarding at-risk account review, awaiting callback"
tp_0541,adv_i,rep_02,demo,2025-03-27 14:00:00,"Follow-up on contract renewal terms, client had questions about timeline"
tp_0542,adv_h,rep_04,meeting,2025-03-28 17:20:00,"TBD on renewal date, but client confirmed budget for next year"
tp_0543,adv_r,rep_02,call,2025-03-29 14:00:00,Great meeting - advertiser committed to renewing after quarterly business review review
tp_0544,adv_o,rep_03,meeting,2025-03-30 15:00:00,"Reviewed Champions League placement results, positive feedback from advertiser"
tp_0545,adv_t,rep_02,call,2025-03-30 18:30:00,Sent influencer partnership pitch details via email
tp_0546,adv_l,rep_02,email,2025-03-31 12:50:00,
tp_0547,adv_j,rep_01,email,2025-04-01 07:20:00,"Flagged concerns about social media bundle upsell performance, escalating internally"
tp_0548,adv_t,rep_05,email,2025-04-01 08:45:00,Advertiser expanded scope of mid-flight performance summary to include additional markets
